STC.GRADE.IMPORT.MSGS,D Contains messages generated during grade validation on import of grades through ,81,,,78L,M
STC.GRADE.PTS,D These are the grade points of the academic credit,47,MD5,Grade Points,9R,S
STC.GRADE.REPORT.DATES,D The dates a grade report was produced for this,33,D2/MDY,Grade Report Dates,8R,M
STC.GRADE.REPORT.FLAG,D Says whether or not a grade has appeared,34,,Grade Rpt,3L,S
STC.GRADE.SCHEME,D The grade scheme defaults from the section but can,16,,Grade Scheme,35L,S
STC.IF.SC.EQ.NULL,I 1998 July 9  09:07pm  Ms. Gini Anne,"IF NOT(STC.COURSE) THEN ("""") ELSE (STC.CRS.COURSE.TYPES);@1",,Course Types,,S
STC.INSTITUTIONS.ATTEND.KEY,I Get the Institution attended key from the PERSON file. Created by D.Mincey 10/18/2006,"TRANS(""PERSON"",@ID,""PERSON.INSTITUTIONS.ATTEND"",""X"")",,INST KEY,7L,M
STC.LEN.1,I 1998 July 28  12:41pm  SAQ,LEN(STC.TERMS.SRT),,,2R,S
STC.MANUAL.CRED.INDIC,D This indicator contains a Y if the credits or CEUs have,75,,ManýCred,3L,S
STC.MARK,D This is the mark put on the student's academic,62,,Mark,13L,S
STC.MARK.ACAD.CREDENTIALS,D These are the IDs of the academic credentials for,64,,Acad Credentials ID,20L,M
STC.MARK.DATE,D This is the date the academic credit mark was put on,63,D2/MDY,Mark Date,8R,S
STC.MEETING.SEC,I 1998 July 9  09:25pm  Ms. Gini Anne,"TRANS(""COURSE.SECTIONS"",STC.SCS.COURSE.SECTION,""SEC.MEETING"",""X"")",,Sec Meeting,10L,M
STC.MINUS.3.STC.LEN.1,I 1998 July 9  09:56pm  Ms. Gini Anne,((3) - (STC.LEN.1)),,,2R,S
STC.NOTE.DATE,D The date of the associated note.  Displayed but not,36,D2/MDY,Note Date,8R,M
STC.NOTES,D List of coded comments associated with this academic,35,,Notes,35L,M
STC.PERSON.ID,D The ID of the person whose academic activity this is.,1,,Person ID,10L,S
STC.PRINTED.COMMENTS,D Comments that would be printed on the grade report,31,,Print Comments,30L,M
STC.PST.LINK.FLAG,I This I-Desc was created for selection purposes.  It,"SUBR(""CC.CHECK.STC.PST.LINK"",@ID)",,Student Acad Cred to Person ST return link,3L,S
STC.REPEATED.ACAD.CRED,D This is the list of academic credit IDs,55,,Repeat Courses,10L,M
STC.REPL.CODE,"D If this field is not null, it means this academic",50,,Replaced Code,30L,S
STC.REPORTING.TERM,D This is the term to which this student academic credit,76,,Rpt Term,35L,S
STC.SCHOOLS,D List of schools associated with the divisions or,22,,Schools,35L,M
STC.SCS.COURSE.SECTION,I 1998 July 9  09:15pm  Ms. Gini Anne,"TRANS(""STUDENT.COURSE.SEC"",STC.STUDENT.COURSE.SEC,""SCS.COURSE.SECTION"",""X"")",,CrseýCourse Section,19L,S
STC.SCS.STUDENT,I To translate the SCS.STUDENT from student.course.sec,"TRANS(""STUDENT.COURSE.SEC"",STC.STUDENT.COURSE.SEC,""SCS.STUDENT"",""X"")",,Student Name,10L,S
STC.SEC.END.DATE,I To select by section end date for reports,"TRANS(""COURSE.SECTIONS"",STC.SCS.COURSE.SECTION,""SEC.END.DATE"",""X"")",D2/,End Date,8R,S
STC.SEC.FACULTY,I 1998 July 9  09:28pm  Ms. Gini Anne,"TRANS(""COURSE.SECTIONS"",STC.COURSE.SECTION,""SEC.FACULTY"",""X"")",,Sec Faculty,10L,M
STC.SEC.MEETING,I Virtual field for sorting STC records by the,"TRANS(""COURSE.SECTIONS"",STC.COURSE.SECTION,""SEC.MEETING"",""X"")",D2/,CSM Start Date,8R,M
STC.SEC.NAME,I Get the section name to use to sort student acad cred,"TRANS(""COURSE.SECTIONS"",STC.COURSE.SECTION,""SEC.NAME"",""X"")",,Section Name,21L,S
STC.SEC.SORT.NAME,I Get the name of the course section for sorting,"TRANS(""COURSE.SECTIONS"",TRANS(""STUDENT.COURSE.SEC"",STC.STUDENT.COURSE.SEC,""SCS.COURSE.SECTION"",""X""),""SEC.NAME"",""X"")",,Section Name,21L,S
STC.SEC.START.DATE,I To select of section start date for reports,"TRANS(""COURSE.SECTIONS"",STC.SCS.COURSE.SECTION,""SEC.START.DATE"",""X"")",D2/,Start Date,8R,S
STC.SECTION.NO,D This is the number of the course section if this,57,,Section,5L,S
STC.SELECT.END.DATE,"I Using the parameter CD.SECTION.LOOKUP.NO.DAYS and the terms field, determine maximum end date for select.","SUBR(""S.STC.END.INDEX"",@RECORD,@ID)",D4/MDY,Select,10R,M
STC.SELECT.START.DATE,I Using the parameter CD.SECTION.LOOKUP.NO.DAYS and the term field.  determine the min start date for select,"SUBR(""S.STC.START.INDEX"",@RECORD,@ID)",D4/MDY,Select,10R,M
STC.SESSION.CYCLE,I Gets the session cycle form the course file,"TRANS(""COURSES"",STC.COURSE,""CRS.SESSION.CYCLE"",""X"")",,Session Cycle,1L,S
STC.SORT.FAC.FIRST.NAME,I 1998 July 9  09:40pm  Ms. Gini Anne,"TRANS(""PERSON"",STC.FACULTY,""FIRST.NAME"",""X"")",,Faculty First Name,25L,M
STC.SORT.FAC.LAST.NAME,I 1998 July 9  09:41pm  Ms. Gini Anne,"TRANS(""PERSON"",STC.FACULTY,""LAST.NAME"",""X"")",,Faculty Last Name,25L,M
STC.SORT.FAC.MID.NAME,I 1998 July 9  09:42pm  Ms. Gini Anne,"TRANS(""PERSON"",STC.FACULTY,""MIDDLE.NAME"",""X"")",,Faculty Middle Name,25L,M
STC.SORT.FAC.NAME,I Sort course section faculty by name,"UPCASE(((EXTRACT(STC.SORT.FAC.LAST.NAME,1,1,0):EXTRACT(STC.SORT.FAC.FIRST.NAME,1,1,0)):EXTRACT(STC.SORT.FAC.MID.NAME,1,1,0)))",,Faculty Name,50L,S
STC.SORT.FIRST.NAME,I 1998 July 9  09:45pm  Ms. Gini Anne,"TRANS(""PERSON"",STC.PERSON.ID,""FIRST.NAME"",""X"")",,First Name,25L,S
STC.SORT.LAST.NAME,I 1998 July 9  09:45pm  Ms. Gini Anne,"TRANS(""PERSON"",STC.PERSON.ID,""LAST.NAME"",""X"")",,Last Name,25L,S
STC.SORT.MID.NAME,I 1998 July 9  09:46pm  Ms. Gini Anne,"TRANS(""PERSON"",STC.PERSON.ID,""MIDDLE.NAME"",""X"")",,Middle Name,25L,S
STC.SORT.NAME,I To get the last:first:middle format of the name from,UPCASE(((STC.SORT.LAST.NAME:STC.SORT.FIRST.NAME):STC.SORT.MID.NAME)),,Sort Name,50L,S
STC.SORT.REPORTING.TERM,I Get a sorting term from the term year and sequence.,(STC.TERMS.SRT.TRY:STC.STR.0.SM3SL1),,Sort Reporting Term,11R,S
STC.SORT.TERM,I Get a sorting term from the term year and sequence.,(STC.TERMS.STC.TERM.TRY:STC.TERMS.ST.PADDED),,Sort Term,7R,S
STC.SOURCE.DATA,"I For use in getting titles and other data, especially","STC.STUDENT.EQUIV.EVAL; IF @1 = '' THEN ("""") ELSE (FIELD(TRANS(""STUDENT.EQUIV.EVALS"",@1,""STE.EXTERNAL.TRANSCRIPTS"",""X""),@VM,1)); IF @2 = '' THEN ("""") ELSE (TRANS(""EXTERNAL.TRANSCRIPTS"",@2,""EXTL.INSTITUTION"",""X"")); IF @3 = '' THEN ("""") ELSE (TRANS(""PERSON"",@3,""LAST.NAME"",""X"")); STC.STUDENT.COURSE.SEC; IF @1 = '' THEN ("""") ELSE (TRANS(""STUDENT.EQUIV.EVALS"",@1,""STE.STUDENT.NON.COURSE"",""X"")); IF @6 = '' THEN ("""") ELSE (TRANS(""STUDENT.NON.COURSES"",@6,""STNC.NON.COURSE"",""X"")); IF @7 = '' THEN ("""") ELSE (TRANS(""NON.COURSES"",@7,""NCRS.SHORT.TITLE"",""X"")); IF NOT(@5 = '') THEN (((""NRC"":@VM):""NORMAL REGISTERED COURSE"")) ELSE (IF NOT(@6 = '') THEN (((((((((""NCE"":@VM):""NON-COURSE EQUIVALENCY""):@VM):@8):@VM):@6):@VM):@7)) ELSE (((((((((""TCE"":@VM):""TRANSFER COURSE EQUIVALENCY""):@VM):@4):@VM):@2):@VM):@3)));@9",,,30L,M
STC.ST.LEFTOVER,I 1998 July 28  01:04pm  SAQ,((3) - (STC.ST.LEN)),MD0,,2R,S
STC.ST.LEN,I 1998 July 28  01:06pm  SAQ,LEN(STC.TERMS.STC.TERM),MD0,,2R,S
STC.START.DATE,D The date this academic credit was started.  Used to,29,D2/MDY,Start Date,8R,S
STC.START.DATE.CSM,I 1998 July 9  09:23pm  Ms. Gini Anne,"TRANS(""COURSE.SEC.MEETING"",STC.MEETING.SEC,""CSM.START.DATE"",""X"")",D2/,StartýDate,8R,M
STC.STATUS,D Status of the academic credit entry. Used to control whether or not,9,,Status,15L,M
STC.STATUS.ACTION1,I Retrieve STC.STATUS action1 from validation table,"SUBR(""CC.GET.STC.STATUS.CODE1"",STC.CURRENT.STATUS)",,StatusýAction1,1L,S
STC.STATUS.DATE,D The date the associated status was added.  This date,10,D2/MDY,Status Date,8R,M
STC.STATUS.REASON,D The reason the status changed.  Displayed but not,11,,Reason,25L,M
STC.STATUS.TIME,D Time the associated status was added to the record.,8,MTH,Status Time,8R,M
STC.STR.0.SM3SL1,I 1998 July 9  09:55pm  Ms. Gini Anne,"(STR(""0"",STC.MINUS.3.STC.LEN.1):STC.TERMS.SRT)",,,3R,S
STC.STUDENT.COURSE.IDX,D Envision-maintained field to keep the index value for,77,,,21L,S
STC.STUDENT.COURSE.SEC,D This is the ID of the student course section with,26,,Student Course Sec,10L,S
STC.STUDENT.EQUIV.EVAL,D This is the ID of the equivalency evaluation with,27,,Student Equiv Eval,10L,S
STC.SUBJECT,D Subject to which this academic credit applies.,6,,Subject,40L,S
STC.TERM,D The term to which this academic credit applies.  Used,25,,Term,35L,S
